ping_id,subscriber_ref,media_id,ping_date,ping_time,playback_position_seconds,device_code
SVP00393,SV100013,SVC0018,2021-10-08,20:07:35,720,stb
SVP00394,SV100013,SVC0018,2021-10-08,20:08:35,780,stb
SVP00395,SV100013,SVC0018,2021-10-08,20:09:35,840,stb
SVP00396,SV100013,SVC0018,2021-10-08,20:10:35,900,stb
SVP00397,SV100013,SVC0018,2021-10-08,20:11:35,960,stb
SVP00398,SV100013,SVC0018,2021-10-08,20:12:35,1020,stb
SVP00399,SV100013,SVC0018,2021-10-08,20:13:35,1080,stb
SVP00400,SV100013,SVC0018,2021-10-08,20:14:35,1140,stb
SVP00401,SV100013,SVC0018,2021-10-08,20:15:35,1200,stb
SVP00402,SV100013,SVC0018,2021-10-08,20:16:35,1260,stb
SVP00403,SV100012,SVC0022,2022-04-18,10:05:11,0,browser
SVP00404,SV100012,SVC0022,2022-04-18,10:06:11,60,browser
SVP00405,SV100012,SVC0022,2022-04-18,10:07:11,120,browser
SVP00406,SV100012,SVC0022,2022-04-18,10:08:11,180,browser
SVP00407,SV100012,SVC0022,2022-04-18,10:09:11,240,browser
SVP00408,SV100012,SVC0022,2022-04-18,10:11:11,360,browser
SVP00409,SV100012,SVC0022,2022-04-18,10:12:11,420,browser
SVP00410,SV100012,SVC0022,2022-04-18,10:13:11,480,browser
SVP00411,SV100012,SVC0022,2022-04-18,10:14:11,540,browser
SVP00412,SV100012,SVC0022,2022-04-18,10:15:11,600,browser
SVP00413,SV100012,SVC0022,2022-04-18,10:16:11,660,browser
SVP00414,SV100001,SVC0016,2022-01-09,14:18:00,0,mob
SVP00415,SV100001,SVC0016,2022-01-09,14:19:00,60,mob
SVP00416,SV100001,SVC0016,2022-01-09,14:20:00,120,mob
SVP00417,SV100001,SVC0016,2022-01-09,14:21:00,180,mob
SVP00418,SV100001,SVC0016,2022-01-09,14:22:00,240,mob
SVP00419,SV100001,SVC0016,2022-01-09,14:23:00,300,mob
SVP00420,SV100001,SVC0016,2022-01-09,14:24:00,360,mob
SVP00421,SV100001,SVC0016,2022-01-09,14:25:00,420,mob
SVP00422,SV100001,SVC0016,2022-01-09,14:26:00,480,mob
SVP00423,SV100001,SVC0016,2022-01-09,14:27:00,540,mob
SVP00424,SV100001,SVC0016,2022-01-09,14:28:00,600,mob
SVP00425,SV100001,SVC0016,2022-01-09,14:29:00,660,mob
SVP00426,SV100012,SVC0020,2022-10-15,10:44:54,0,mob
SVP00427,SV100012,SVC0020,2022-10-15,10:45:54,60,mob
SVP00428,SV100012,SVC0020,2022-10-15,10:46:54,120,mob
SVP00429,SV100012,SVC0020,2022-10-15,10:47:54,180,mob
SVP00430,SV100012,SVC0020,2022-10-15,10:48:54,240,mob
SVP00431,SV100012,SVC0020,2022-10-15,10:49:54,300,mob
SVP00432,SV100012,SVC0020,2022-10-15,10:50:54,360,mob
SVP00433,SV100012,SVC0020,2022-10-15,10:51:54,420,mob
SVP00434,SV100012,SVC0020,2022-10-15,10:52:54,480,mob
SVP00435,SV100012,SVC0020,2022-10-15,10:53:54,540,mob
SVP00436,SV100012,SVC0020,2022-10-15,10:54:54,600,mob
SVP00437,SV100012,SVC0020,2022-10-15,10:55:54,660,mob
SVP00438,SV100012,SVC0020,2022-10-15,10:56:54,720,mob
SVP00439,SV100012,SVC0020,2022-10-15,10:57:54,780,mob
SVP00440,SV100012,SVC0020,2022-10-15,10:58:54,840,mob
SVP00441,SV100012,SVC0020,2022-10-15,10:59:54,900,mob
SVP00442,SV100012,SVC0020,2022-10-15,11:00:54,960,mob
SVP00443,SV100012,SVC0020,2022-10-15,11:01:54,1020,mob
SVP00444,SV100012,SVC0020,2022-10-15,11:02:54,1080,mob
SVP00445,SV100012,SVC0020,2022-10-15,11:03:54,1140,mob
SVP00446,SV100012,SVC0020,2022-10-15,11:04:54,1200,mob
SVP00447,SV100012,SVC0020,2022-10-15,11:05:54,1260,mob
SVP00448,SV100012,SVC0020,2022-10-15,11:06:54,1320,mob
SVP00449,SV100012,SVC0020,2022-10-15,11:07:54,1380,mob
SVP00450,SV100012,SVC0020,2022-10-15,11:08:54,1440,mob
SVP00451,SV100012,SVC0020,2022-10-15,11:09:54,1500,mob
SVP00452,SV100012,SVC0020,2022-10-15,11:10:54,1560,mob
SVP00453,SV100012,SVC0020,2022-10-15,11:11:54,1620,mob
SVP00454,SV100012,SVC0020,2022-10-15,11:12:54,1680,mob
SVP00455,SV100012,SVC0020,2022-10-15,11:13:54,1740,mob
SVP00456,SV100012,SVC0020,2022-10-15,11:14:54,1800,mob
SVP00457,SV100012,SVC0020,2022-10-15,11:15:54,1860,mob
SVP00458,SV100012,SVC0020,2022-10-15,11:16:54,1920,mob
SVP00459,SV100012,SVC0020,2022-10-15,11:17:54,1980,mob
SVP00460,SV100012,SVC0020,2022-10-15,11:18:54,2040,mob
SVP00461,SV100012,SVC0020,2022-10-15,11:19:54,2100,mob
SVP00462,SV100012,SVC0020,2022-10-15,11:20:54,2160,mob
SVP00463,SV100012,SVC0020,2022-10-15,11:21:54,2220,mob
SVP00464,SV100012,SVC0020,2022-10-15,11:22:54,2280,mob
SVP00465,SV100012,SVC0020,2022-10-15,11:23:54,2340,mob
SVP00466,SV100012,SVC0020,2022-10-15,11:24:54,2400,mob
SVP00467,SV100012,SVC0020,2022-10-15,11:25:54,2460,mob
SVP00468,SV100012,SVC0020,2022-10-15,11:26:54,2520,mob
SVP00469,SV100012,SVC0020,2022-10-15,11:27:54,2580,mob
SVP00470,SV100012,SVC0020,2022-10-15,11:28:54,2640,mob
SVP00471,SV100012,SVC0020,2022-10-15,11:29:54,2700,mob
SVP00472,SV100012,SVC0020,2022-10-15,11:30:54,2760,mob
SVP00473,SV100012,SVC0020,2022-10-15,11:31:54,2820,mob
SVP00474,SV100012,SVC0020,2022-10-15,11:32:54,2880,mob
SVP00475,SV100012,SVC0020,2022-10-15,11:33:54,2940,mob
SVP00476,SV100021,SVC0022,2023-07-25,23:25:25,0,stb
SVP00477,SV100021,SVC0022,2023-07-25,23:26:25,60,stb
SVP00478,SV100021,SVC0022,2023-07-25,23:27:25,120,stb
SVP00479,SV100021,SVC0022,2023-07-25,23:28:25,180,stb
SVP00480,SV100021,SVC0022,2023-07-25,23:29:25,240,stb
SVP00481,SV100021,SVC0022,2023-07-25,23:30:25,300,stb
SVP00482,SV100021,SVC0022,2023-07-25,23:31:25,360,stb
SVP00483,SV100021,SVC0022,2023-07-25,23:32:25,420,stb
SVP00484,SV100021,SVC0022,2023-07-25,23:33:25,480,stb
SVP00485,SV100021,SVC0022,2023-07-25,23:34:25,540,stb
SVP00486,SV100021,SVC0022,2023-07-25,23:35:25,600,stb
SVP00487,SV100021,SVC0022,2023-07-25,23:36:25,660,stb
SVP00488,SV100021,SVC0022,2023-07-25,23:37:25,720,stb
SVP00489,SV100021,SVC0022,2023-07-25,23:38:25,780,stb
SVP00490,SV100021,SVC0022,2023-07-25,23:39:25,840,stb
SVP00491,SV100021,SVC0022,2023-07-25,23:40:25,900,stb
SVP00492,SV100021,SVC0022,2023-07-25,23:41:25,960,stb
SVP00493,SV100021,SVC0022,2023-07-25,23:42:25,1020,stb
SVP00494,SV100021,SVC0022,2023-07-25,23:43:25,1080,stb
SVP00495,SV100021,SVC0022,2023-07-25,23:44:25,1140,stb
SVP00496,SV100021,SVC0022,2023-07-25,23:45:25,1200,stb
SVP00497,SV100021,SVC0022,2023-07-25,23:46:25,1260,stb
SVP00498,SV100021,SVC0022,2023-07-25,23:47:25,1320,stb
SVP00499,SV100021,SVC0022,2023-07-25,23:48:25,1380,stb
SVP00500,SV100021,SVC0022,2023-07-25,23:49:25,1440,stb
SVP00501,SV100021,SVC0022,2023-07-25,23:50:25,1500,stb
SVP00502,SV100021,SVC0022,2023-07-25,23:51:25,1560,stb
SVP00503,SV100021,SVC0022,2023-07-25,23:52:25,1620,stb
SVP00504,SV100021,SVC0022,2023-07-25,23:53:25,1680,stb
SVP00505,SV100021,SVC0022,2023-07-25,23:54:25,1740,stb
SVP00506,SV100021,SVC0022,2023-07-25,23:55:25,1800,stb
SVP00507,SV100021,SVC0022,2023-07-25,23:56:25,1860,stb
SVP00508,SV100021,SVC0022,2023-07-25,23:57:25,1920,stb
SVP00509,SV100021,SVC0022,2023-07-25,23:58:25,1980,stb
SVP00510,SV100021,SVC0022,2023-07-25,23:59:25,2040,stb
SVP00511,SV100016,SVC0021,2021-05-08,12:04:13,0,browser
SVP00512,SV100016,SVC0021,2021-05-08,12:05:13,60,browser
SVP00513,SV100016,SVC0021,2021-05-08,12:06:13,120,browser
SVP00514,SV100016,SVC0021,2021-05-08,12:07:13,180,browser
SVP00515,SV100016,SVC0021,2021-05-08,12:08:13,240,browser
SVP00516,SV100016,SVC0021,2021-05-08,12:09:13,300,browser
SVP00517,SV100016,SVC0021,2021-05-08,12:10:13,360,browser
SVP00518,SV100016,SVC0021,2021-05-08,12:11:13,420,browser
SVP00519,SV100016,SVC0021,2021-05-08,12:12:13,480,browser
SVP00520,SV100016,SVC0021,2021-05-08,12:13:13,540,browser
SVP00521,SV100016,SVC0021,2021-05-08,12:14:13,600,browser
SVP00522,SV100016,SVC0021,2021-05-08,12:15:13,660,browser
SVP00523,SV100016,SVC0021,2021-05-08,12:16:13,720,browser
SVP00524,SV100016,SVC0021,2021-05-08,12:17:13,780,browser
SVP00525,SV100016,SVC0021,2021-05-08,12:18:13,840,browser
SVP00526,SV100016,SVC0021,2021-05-08,12:19:13,900,browser
SVP00527,SV100016,SVC0021,2021-05-08,12:20:13,960,browser
SVP00528,SV100016,SVC0021,2021-05-08,12:21:13,1020,browser
SVP00529,SV100016,SVC0021,2021-05-08,12:22:13,1080,browser
SVP00530,SV100016,SVC0021,2021-05-08,12:23:13,1140,browser
SVP00531,SV100016,SVC0021,2021-05-08,12:24:13,1200,browser
SVP00532,SV100016,SVC0021,2021-05-08,12:25:13,1260,browser
SVP00533,SV100016,SVC0021,2021-05-08,12:26:13,1320,browser
SVP00534,SV100016,SVC0021,2021-05-08,12:28:13,1440,browser
SVP00535,SV100016,SVC0021,2021-05-08,12:29:13,1500,browser
SVP00536,SV100016,SVC0021,2021-05-08,12:30:13,1560,browser
SVP00537,SV100016,SVC0021,2021-05-08,12:31:13,1620,browser
SVP00538,SV100016,SVC0021,2021-05-08,12:32:13,1680,browser
SVP00539,SV100016,SVC0021,2021-05-08,12:33:13,1740,browser
SVP00540,SV100016,SVC0021,2021-05-08,12:34:13,1800,browser
SVP00541,SV100016,SVC0021,2021-05-08,12:35:13,1860,browser
SVP00542,SV100016,SVC0021,2021-05-08,12:36:13,1920,browser
SVP00543,SV100016,SVC0021,2021-05-08,12:37:13,1980,browser
SVP00544,SV100016,SVC0021,2021-05-08,12:38:13,2040,browser
SVP00545,SV100016,SVC0021,2021-05-08,12:39:13,2100,browser
SVP00546,SV100016,SVC0021,2021-05-08,12:40:13,2160,browser
SVP00547,SV100016,SVC0021,2021-05-08,12:41:13,2220,browser
SVP00548,SV100016,SVC0021,2021-05-08,12:42:13,2280,browser
SVP00549,SV100016,SVC0021,2021-05-08,12:43:13,2340,browser
SVP00550,SV100016,SVC0021,2021-05-08,12:44:13,2400,browser
SVP00551,SV100016,SVC0021,2021-05-08,12:45:13,2460,browser
SVP00552,SV100020,SVC0002,2021-01-01,10:34:06,0,stb
SVP00553,SV100020,SVC0002,2021-01-01,10:35:06,60,stb
SVP00554,SV100020,SVC0002,2021-01-01,10:36:06,120,stb
SVP00555,SV100020,SVC0002,2021-01-01,10:37:06,180,stb
SVP00556,SV100020,SVC0002,2021-01-01,10:38:06,240,stb
SVP00557,SV100020,SVC0002,2021-01-01,10:39:06,300,stb
SVP00558,SV100020,SVC0002,2021-01-01,10:40:06,360,stb
SVP00559,SV100020,SVC0002,2021-01-01,10:41:06,420,stb
SVP00560,SV100020,SVC0002,2021-01-01,10:42:06,480,stb
SVP00561,SV100020,SVC0002,2021-01-01,10:43:06,540,stb
SVP00562,SV100020,SVC0002,2021-01-01,10:44:06,600,stb
SVP00563,SV100020,SVC0002,2021-01-01,10:45:06,660,stb
SVP00564,SV100020,SVC0002,2021-01-01,10:46:06,720,stb
SVP00565,SV100020,SVC0002,2021-01-01,10:47:06,780,stb
SVP00566,SV100020,SVC0002,2021-01-01,10:48:06,840,stb
SVP00567,SV100020,SVC0002,2021-01-01,10:49:06,900,stb
SVP00568,SV100020,SVC0002,2021-01-01,10:50:06,960,stb
SVP00569,SV100020,SVC0002,2021-01-01,10:51:06,1020,stb
SVP00570,SV100020,SVC0002,2021-01-01,10:52:06,1080,stb
SVP00571,SV100020,SVC0002,2021-01-01,10:53:06,1140,stb
SVP00572,SV100020,SVC0002,2021-01-01,10:54:06,1200,stb
SVP00573,SV100020,SVC0002,2021-01-01,10:55:06,1260,stb
SVP00574,SV100020,SVC0002,2021-01-01,10:56:06,1320,stb
SVP00575,SV100020,SVC0002,2021-01-01,10:57:06,1380,stb
SVP00576,SV100020,SVC0002,2021-01-01,10:58:06,1440,stb
SVP00577,SV100020,SVC0002,2021-01-01,10:59:06,1500,stb
SVP00578,SV100020,SVC0002,2021-01-01,11:00:06,1560,stb
SVP00579,SV100020,SVC0002,2021-01-01,11:01:06,1620,stb
SVP00580,SV100003,SVC0007,2023-02-10,10:40:16,0,mob
SVP00581,SV100003,SVC0007,2023-02-10,10:41:16,60,mob
SVP00582,SV100003,SVC0007,2023-02-10,10:42:16,120,mob
SVP00583,SV100003,SVC0007,2023-02-10,10:43:16,180,mob
SVP00584,SV100003,SVC0007,2023-02-10,10:44:16,240,mob
SVP00585,SV100003,SVC0007,2023-02-10,10:45:16,300,mob
SVP00586,SV100003,SVC0007,2023-02-10,10:46:16,360,mob
SVP00587,SV100003,SVC0007,2023-02-10,10:47:16,420,mob
SVP00588,SV100003,SVC0007,2023-02-10,10:48:16,480,mob
SVP00589,SV100003,SVC0007,2023-02-10,10:49:16,540,mob
SVP00590,SV100003,SVC0007,2023-02-10,10:50:16,600,mob
SVP00591,SV100003,SVC0007,2023-02-10,10:51:16,660,mob
SVP00592,SV100003,SVC0007,2023-02-10,10:52:16,720,mob
SVP00593,SV100003,SVC0007,2023-02-10,10:53:16,780,mob
SVP00594,SV100003,SVC0007,2023-02-10,10:54:16,840,mob
SVP00595,SV100003,SVC0007,2023-02-10,10:55:16,900,mob
SVP00596,SV100003,SVC0007,2023-02-10,10:56:16,960,mob
SVP00597,SV100003,SVC0007,2023-02-10,10:57:16,1020,mob
SVP00598,SV100003,SVC0007,2023-02-10,10:58:16,1080,mob
SVP00599,SV100003,SVC0007,2023-02-10,10:59:16,1140,mob
SVP00600,SV100003,SVC0007,2023-02-10,11:00:16,1200,mob
SVP00601,SV100003,SVC0007,2023-02-10,11:01:16,1260,mob
SVP00602,SV100003,SVC0007,2023-02-10,11:02:16,1320,mob
SVP00603,SV100003,SVC0007,2023-02-10,11:03:16,1380,mob
SVP00604,SV100003,SVC0007,2023-02-10,11:04:16,1440,mob
SVP00605,SV100003,SVC0007,2023-02-10,11:05:16,1500,mob
SVP00606,SV100003,SVC0007,2023-02-10,11:06:16,1560,mob
SVP00607,SV100003,SVC0007,2023-02-10,11:07:16,1620,mob
SVP00608,SV100016,SVC0004,2023-09-27,20:30:30,0,stb
SVP00609,SV100016,SVC0004,2023-09-27,20:31:30,60,stb
SVP00610,SV100016,SVC0004,2023-09-27,20:32:30,120,stb
SVP00611,SV100016,SVC0004,2023-09-27,20:33:30,180,stb
SVP00612,SV100016,SVC0004,2023-09-27,20:34:30,240,stb
SVP00613,SV100016,SVC0004,2023-09-27,20:36:30,360,stb
SVP00614,SV100016,SVC0004,2023-09-27,20:37:30,420,stb
SVP00615,SV100016,SVC0004,2023-09-27,20:38:30,480,stb
SVP00616,SV100016,SVC0004,2023-09-27,20:39:30,540,stb
SVP00617,SV100016,SVC0004,2023-09-27,20:40:30,600,stb
SVP00618,SV100016,SVC0004,2023-09-27,20:41:30,660,stb
SVP00619,SV100016,SVC0004,2023-09-27,20:42:30,720,stb
SVP00620,SV100016,SVC0004,2023-09-27,20:43:30,780,stb
SVP00621,SV100016,SVC0004,2023-09-27,20:44:30,840,stb
SVP00622,SV100016,SVC0004,2023-09-27,20:45:30,900,stb
SVP00623,SV100016,SVC0004,2023-09-27,20:46:30,960,stb
SVP00624,SV100016,SVC0004,2023-09-27,20:47:30,1020,stb
SVP00625,SV100016,SVC0004,2023-09-27,20:48:30,1080,stb
SVP00626,SV100016,SVC0004,2023-09-27,20:49:30,1140,stb
SVP00627,SV100016,SVC0004,2023-09-27,20:50:30,1200,stb
SVP00628,SV100016,SVC0004,2023-09-27,20:51:30,1260,stb
SVP00629,SV100024,SVC0011,2023-09-08,11:33:01,0,stb
SVP00630,SV100024,SVC0011,2023-09-08,11:34:01,60,stb
SVP00631,SV100024,SVC0011,2023-09-08,11:35:01,120,stb
SVP00632,SV100024,SVC0011,2023-09-08,11:36:01,180,stb
SVP00633,SV100024,SVC0011,2023-09-08,11:37:01,240,stb
SVP00634,SV100024,SVC0011,2023-09-08,11:38:01,300,stb
SVP00635,SV100024,SVC0011,2023-09-08,11:39:01,360,stb
SVP00636,SV100024,SVC0011,2023-09-08,11:40:01,420,stb
SVP00637,SV100024,SVC0011,2023-09-08,11:41:01,480,stb
SVP00638,SV100024,SVC0011,2023-09-08,11:42:01,540,stb
SVP00639,SV100024,SVC0011,2023-09-08,11:43:01,600,stb
SVP00640,SV100024,SVC0011,2023-09-08,11:44:01,660,stb
SVP00641,SV100024,SVC0011,2023-09-08,11:45:01,720,stb
SVP00642,SV100024,SVC0011,2023-09-08,11:46:01,780,stb
SVP00643,SV100024,SVC0011,2023-09-08,11:47:01,840,stb
SVP00644,SV100024,SVC0011,2023-09-08,11:48:01,900,stb
SVP00645,SV100024,SVC0011,2023-09-08,11:49:01,960,stb
SVP00646,SV100024,SVC0011,2023-09-08,11:50:01,1020,stb
SVP00647,SV100017,SVC0012,2021-02-25,22:19:41,0,stb
SVP00648,SV100017,SVC0012,2021-02-25,22:20:41,60,stb
SVP00649,SV100017,SVC0012,2021-02-25,22:21:41,120,stb
SVP00650,SV100017,SVC0012,2021-02-25,22:22:41,180,stb
SVP00651,SV100017,SVC0012,2021-02-25,22:23:41,240,stb
SVP00652,SV100017,SVC0012,2021-02-25,22:24:41,300,stb
SVP00653,SV100017,SVC0012,2021-02-25,22:25:41,360,stb
SVP00654,SV100017,SVC0012,2021-02-25,22:26:41,420,stb
SVP00655,SV100009,SVC0017,2021-12-09,17:49:14,0,browser
SVP00656,SV100009,SVC0017,2021-12-09,17:50:14,60,browser
SVP00657,SV100009,SVC0017,2021-12-09,17:51:14,120,browser
SVP00658,SV100009,SVC0017,2021-12-09,17:52:14,180,browser
SVP00659,SV100009,SVC0017,2021-12-09,17:53:14,240,browser
SVP00660,SV100009,SVC0017,2021-12-09,17:54:14,300,browser
SVP00661,SV100009,SVC0017,2021-12-09,17:55:14,360,browser
SVP00662,SV100009,SVC0017,2021-12-09,17:56:14,420,browser
SVP00663,SV100009,SVC0017,2021-12-09,17:57:14,480,browser
SVP00664,SV100009,SVC0017,2021-12-09,17:58:14,540,browser
SVP00665,SV100009,SVC0017,2021-12-09,17:59:14,600,browser
SVP00666,SV100009,SVC0017,2021-12-09,18:00:14,660,browser
SVP00667,SV100009,SVC0017,2021-12-09,18:01:14,720,browser
SVP00668,SV100009,SVC0017,2021-12-09,18:02:14,780,browser
SVP00669,SV100009,SVC0017,2021-12-09,18:03:14,840,browser
SVP00670,SV100009,SVC0017,2021-12-09,18:04:14,900,browser
SVP00671,SV100009,SVC0017,2021-12-09,18:05:14,960,browser
SVP00672,SV100009,SVC0017,2021-12-09,18:06:14,1020,browser
SVP00673,SV100009,SVC0017,2021-12-09,18:07:14,1080,browser
SVP00674,SV100009,SVC0017,2021-12-09,18:08:14,1140,browser
SVP00675,SV100009,SVC0017,2021-12-09,18:09:14,1200,browser
SVP00676,SV100009,SVC0017,2021-12-09,18:10:14,1260,browser
SVP00677,SV100009,SVC0017,2021-12-09,18:11:14,1320,browser
SVP00678,SV100009,SVC0017,2021-12-09,18:12:14,1380,browser
SVP00679,SV100009,SVC0017,2021-12-09,18:13:14,1440,browser
SVP00680,SV100009,SVC0017,2021-12-09,18:14:14,1500,browser
SVP00681,SV100009,SVC0017,2021-12-09,18:15:14,1560,browser
SVP00682,SV100009,SVC0017,2021-12-09,18:16:14,1620,browser
SVP00683,SV100009,SVC0017,2021-12-09,18:17:14,1680,browser
SVP00684,SV100009,SVC0017,2021-12-09,18:18:14,1740,browser
SVP00685,SV100009,SVC0017,2021-12-09,18:19:14,1800,browser
SVP00686,SV100009,SVC0017,2021-12-09,18:20:14,1860,browser
SVP00687,SV100009,SVC0017,2021-12-09,18:21:14,1920,browser
SVP00688,SV100009,SVC0017,2021-12-09,18:22:14,1980,browser
SVP00689,SV100009,SVC0017,2021-12-09,18:23:14,2040,browser
SVP00690,SV100009,SVC0017,2021-12-09,18:24:14,2100,browser
SVP00691,SV100009,SVC0017,2021-12-09,18:25:14,2160,browser
SVP00692,SV100009,SVC0017,2021-12-09,18:26:14,2220,browser
SVP00693,SV100009,SVC0017,2021-12-09,18:27:14,2280,browser
SVP00694,SV100009,SVC0017,2021-12-09,18:28:14,2340,browser
SVP00695,SV100009,SVC0017,2021-12-09,18:29:14,2400,browser
SVP00696,SV100009,SVC0017,2021-12-09,18:30:14,2460,browser
SVP00697,SV100009,SVC0017,2021-12-09,18:31:14,2520,browser
SVP00698,SV100009,SVC0017,2021-12-09,18:32:14,2580,browser
SVP00699,SV100009,SVC0017,2021-12-09,18:33:14,2640,browser
SVP00700,SV100009,SVC0017,2021-12-09,18:34:14,2700,browser
SVP00701,SV100009,SVC0017,2021-12-09,18:35:14,2760,browser
SVP00702,SV100009,SVC0017,2021-12-09,18:36:14,2820,browser
SVP00703,SV100009,SVC0017,2021-12-09,18:37:14,2880,browser
SVP00704,SV100009,SVC0017,2021-12-09,18:38:14,2940,browser
SVP00705,SV100017,SVC0011,2022-04-02,12:51:15,0,tab
SVP00706,SV100017,SVC0011,2022-04-02,12:52:15,60,tab
SVP00707,SV100017,SVC0011,2022-04-02,12:53:15,120,tab
SVP00708,SV100017,SVC0011,2022-04-02,12:54:15,180,tab
SVP00709,SV100017,SVC0011,2022-04-02,12:55:15,240,tab
SVP00710,SV100017,SVC0011,2022-04-02,12:56:15,300,tab
SVP00711,SV100017,SVC0011,2022-04-02,12:57:15,360,tab
SVP00712,SV100017,SVC0011,2022-04-02,12:58:15,420,tab
SVP00713,SV100017,SVC0011,2022-04-02,12:59:15,480,tab
SVP00714,SV100017,SVC0011,2022-04-02,13:00:15,540,tab
SVP00715,SV100017,SVC0011,2022-04-02,13:01:15,600,tab
SVP00716,SV100017,SVC0011,2022-04-02,13:02:15,660,tab
SVP00717,SV100017,SVC0011,2022-04-02,13:03:15,720,tab
SVP00718,SV100017,SVC0011,2022-04-02,13:04:15,780,tab
SVP00719,SV100017,SVC0011,2022-04-02,13:05:15,840,tab
SVP00720,SV100017,SVC0011,2022-04-02,13:06:15,900,tab
SVP00721,SV100017,SVC0011,2022-04-02,13:07:15,960,tab
SVP00722,SV100017,SVC0011,2022-04-02,13:08:15,1020,tab
SVP00723,SV100017,SVC0011,2022-04-02,13:09:15,1080,tab
SVP00724,SV100017,SVC0011,2022-04-02,13:10:15,1140,tab
SVP00725,SV100017,SVC0011,2022-04-02,13:11:15,1200,tab
SVP00726,SV100017,SVC0011,2022-04-02,13:12:15,1260,tab
SVP00727,SV100017,SVC0011,2022-04-02,13:13:15,1320,tab
SVP00728,SV100017,SVC0011,2022-04-02,13:14:15,1380,tab
SVP00729,SV100017,SVC0011,2022-04-02,13:15:15,1440,tab
SVP00730,SV100017,SVC0011,2022-04-02,13:16:15,1500,tab
SVP00731,SV100017,SVC0011,2022-04-02,13:17:15,1560,tab
SVP00732,SV100017,SVC0011,2022-04-02,13:18:15,1620,tab
SVP00733,SV100017,SVC0011,2022-04-02,13:19:15,1680,tab
SVP00734,SV100017,SVC0011,2022-04-02,13:20:15,1740,tab
SVP00735,SV100017,SVC0011,2022-04-02,13:21:15,1800,tab
SVP00736,SV100017,SVC0011,2022-04-02,13:22:15,1860,tab
SVP00737,SV100017,SVC0011,2022-04-02,13:23:15,1920,tab
SVP00738,SV100017,SVC0011,2022-04-02,13:24:15,1980,tab
SVP00739,SV100017,SVC0011,2022-04-02,13:25:15,2040,tab
SVP00740,SV100008,SVC0007,2023-10-07,17:46:01,0,browser
SVP00741,SV100008,SVC0007,2023-10-07,17:47:01,60,browser
SVP00742,SV100008,SVC0007,2023-10-07,17:48:01,120,browser
SVP00743,SV100008,SVC0007,2023-10-07,17:49:01,180,browser
SVP00744,SV100008,SVC0007,2023-10-07,17:50:01,240,browser
SVP00745,SV100009,SVC0016,2022-02-01,17:28:51,0,stb
SVP00746,SV100009,SVC0016,2022-02-01,17:29:51,60,stb
SVP00747,SV100009,SVC0016,2022-02-01,17:30:51,120,stb
SVP00748,SV100009,SVC0016,2022-02-01,17:31:51,180,stb
SVP00749,SV100009,SVC0016,2022-02-01,17:32:51,240,stb
SVP00750,SV100009,SVC0016,2022-02-01,17:33:51,300,stb
SVP00751,SV100009,SVC0016,2022-02-01,17:34:51,360,stb
SVP00752,SV100009,SVC0016,2022-02-01,17:35:51,420,stb
SVP00753,SV100009,SVC0016,2022-02-01,17:36:51,480,stb
SVP00754,SV100009,SVC0016,2022-02-01,17:37:51,540,stb
SVP00755,SV100009,SVC0016,2022-02-01,17:38:51,600,stb
SVP00756,SV100009,SVC0016,2022-02-01,17:39:51,660,stb
SVP00757,SV100009,SVC0016,2022-02-01,17:40:51,720,stb
SVP00758,SV100009,SVC0016,2022-02-01,17:41:51,780,stb
SVP00759,SV100009,SVC0016,2022-02-01,17:42:51,840,stb
SVP00760,SV100009,SVC0016,2022-02-01,17:43:51,900,stb
SVP00761,SV100009,SVC0016,2022-02-01,17:44:51,960,stb
SVP00762,SV100009,SVC0016,2022-02-01,17:45:51,1020,stb
SVP00763,SV100009,SVC0016,2022-02-01,17:46:51,1080,stb
SVP00764,SV100009,SVC0016,2022-02-01,17:47:51,1140,stb
SVP00765,SV100009,SVC0016,2022-02-01,17:48:51,1200,stb
SVP00766,SV100009,SVC0016,2022-02-01,17:49:51,1260,stb
SVP00767,SV100009,SVC0016,2022-02-01,17:50:51,1320,stb
SVP00768,SV100009,SVC0016,2022-02-01,17:51:51,1380,stb
SVP00769,SV100009,SVC0016,2022-02-01,17:52:51,1440,stb
SVP00770,SV100009,SVC0016,2022-02-01,17:53:51,1500,stb
SVP00771,SV100009,SVC0016,2022-02-01,17:54:51,1560,stb
SVP00772,SV100009,SVC0016,2022-02-01,17:55:51,1620,stb
SVP00773,SV100009,SVC0016,2022-02-01,17:56:51,1680,stb
SVP00774,SV100009,SVC0016,2022-02-01,17:57:51,1740,stb
SVP00775,SV100009,SVC0016,2022-02-01,17:58:51,1800,stb
SVP00776,SV100009,SVC0016,2022-02-01,17:59:51,1860,stb
SVP00777,SV100009,SVC0016,2022-02-01,18:00:51,1920,stb
SVP00778,SV100009,SVC0016,2022-02-01,18:01:51,1980,stb
SVP00779,SV100009,SVC0016,2022-02-01,18:02:51,2040,stb
SVP00780,SV100009,SVC0016,2022-02-01,18:03:51,2100,stb
SVP00781,SV100009,SVC0016,2022-02-01,18:04:51,2160,stb
SVP00782,SV100009,SVC0016,2022-02-01,18:05:51,2220,stb
SVP00783,SV100009,SVC0016,2022-02-01,18:06:51,2280,stb
SVP00784,SV100009,SVC0016,2022-02-01,18:07:51,2340,stb
SVP00785,SV100009,SVC0016,2022-02-01,18:08:51,2400,stb
