event_id,user_id,content_id,watched_at,watch_duration_seconds,device_type,batched_at
evt_2926,usr_939,cnt_052,2024-01-28 13:03:00,3419,smart tv,2024-01-29 00:00:00
evt_2111,usr_113,cnt_111,2024-01-28 13:11:00,1561,smart tv,2024-01-29 00:00:00
evt_0868,usr_635,cnt_046,2024-01-28 13:22:00,1779,tablet,2024-01-29 00:00:00
evt_1703,usr_206,cnt_022,2024-01-28 14:26:00,412,SMART TV,2024-01-29 00:00:00
evt_3053,usr_411,cnt_076,2024-01-28 14:57:00,1870,web,2024-01-29 00:00:00
evt_4820,usr_411,cnt_113,2024-01-28 14:58:00,2589,Web,2024-01-29 00:00:00
evt_4403,usr_142,cnt_028,2024-01-28 15:04:00,1964,web,2024-01-29 00:00:00
evt_2558,usr_313,cnt_069,2024-01-28 15:20:00,999,MOBILE,2024-01-29 00:00:00
evt_2423,usr_853,cnt_050,2024-01-28 15:22:00,3930,MOBILE,2024-01-29 00:00:00
evt_1685,usr_429,cnt_062,2024-01-28 15:53:00,814,tablet,2024-01-29 00:00:00
evt_1202,usr_797,cnt_100,2024-01-28 16:13:00,5501,TABLET,2024-01-29 00:00:00
evt_0345,usr_161,cnt_065,2024-01-28 17:50:00,3708,Tablet,2024-01-29 00:00:00
evt_1682,usr_492,cnt_116,2024-01-28 18:20:00,3062,smart tv,2024-01-29 00:00:00
evt_3893,usr_131,cnt_089,2024-01-28 18:45:00,2937,Mobile,2024-01-29 00:00:00
evt_4293,usr_618,cnt_077,2024-01-28 19:25:00,8783,smart tv,2024-01-29 00:00:00
evt_2588,usr_736,cnt_070,2024-01-28 19:29:00,2513,smart tv,2024-01-29 00:00:00
evt_4841,usr_880,cnt_033,2024-01-28 20:51:00,6788,mobile,2024-01-29 00:00:00
evt_2177,usr_478,cnt_097,2024-01-28 21:11:00,3161,tablet,2024-01-29 00:00:00
evt_4359,usr_563,cnt_047,2024-01-28 21:46:00,6122,Mobile,2024-01-29 00:00:00
evt_0900,usr_415,cnt_102,2024-01-28 21:47:00,1848,Tablet,2024-01-29 00:00:00
evt_3433,usr_368,cnt_001,2024-01-28 21:51:00,445,MOBILE,2024-01-29 00:00:00
evt_4545,usr_503,cnt_027,2024-01-28 22:22:00,397,SMART TV,2024-01-29 00:00:00
evt_4821,usr_465,cnt_095,2024-01-28 22:24:00,1693,MOBILE,2024-01-29 00:00:00
evt_4862,usr_829,cnt_015,2024-01-28 22:55:00,5573,SMART TV,2024-01-29 00:00:00
evt_3252,usr_284,cnt_065,2024-01-28 23:00:00,387,Mobile,2024-01-29 00:00:00
evt_4033,usr_590,cnt_078,2024-01-28 23:11:00,1425,Mobile,2024-01-29 00:00:00
evt_3134,usr_210,cnt_070,2024-01-29 00:19:00,1756,tablet,2024-01-30 00:00:00
evt_3750,usr_288,cnt_060,2024-01-29 00:20:00,6663,MOBILE,2024-01-30 00:00:00
evt_0659,usr_788,cnt_064,2024-01-29 00:55:00,603,mobile,2024-01-30 00:00:00
evt_2008,usr_873,cnt_005,2024-01-29 13:34:00,2893,tablet,2024-01-30 00:00:00
evt_1243,usr_531,cnt_059,2024-01-29 14:35:00,2711,tablet,2024-01-30 00:00:00
evt_4735,usr_808,cnt_100,2024-01-29 14:54:00,3013,web,2024-01-30 00:00:00
evt_3689,usr_469,cnt_080,2024-01-29 14:58:00,7422,Web,2024-01-30 00:00:00
evt_3398,usr_781,cnt_008,2024-01-29 15:21:00,7738,WEB,2024-01-30 00:00:00
evt_0904,usr_390,cnt_022,2024-01-29 16:06:00,877,smart tv,2024-01-30 00:00:00
evt_4398,usr_336,cnt_100,2024-01-29 16:11:00,1183,tablet,2024-01-30 00:00:00
evt_3128,usr_362,cnt_112,2024-01-29 16:39:00,7759,tablet,2024-01-30 00:00:00
evt_4174,usr_729,cnt_062,2024-01-29 17:02:00,1027,MOBILE,2024-01-30 00:00:00
evt_1088,usr_650,cnt_029,2024-01-29 17:26:00,1215,Tablet,2024-01-30 00:00:00
evt_1805,usr_284,cnt_041,2024-01-29 18:13:00,2249,Smart TV,2024-01-30 00:00:00
evt_2765,usr_285,cnt_039,2024-01-29 18:13:00,7023,web,2024-01-30 00:00:00
evt_2854,usr_527,cnt_061,2024-01-29 18:57:00,10247,web,2024-01-30 00:00:00
evt_3659,usr_558,cnt_015,2024-01-29 19:59:00,1259,mobile,2024-01-30 00:00:00
evt_2069,usr_285,cnt_076,2024-01-29 22:00:00,306,smart tv,2024-01-30 00:00:00
evt_4726,usr_299,cnt_091,2024-01-29 22:08:00,6665,MOBILE,2024-01-30 00:00:00
evt_0908,usr_450,cnt_009,2024-01-29 22:27:00,2640,Mobile,2024-01-30 00:00:00
evt_0307,usr_791,cnt_117,2024-01-29 22:42:00,1311,Web,2024-01-30 00:00:00
evt_0617,usr_767,cnt_098,2024-01-29 22:43:00,10605,Tablet,2024-01-30 00:00:00
evt_2616,usr_284,cnt_098,2024-01-29 22:48:00,2584,MOBILE,2024-01-30 00:00:00
evt_1720,usr_926,cnt_028,2024-01-29 22:57:00,7337,SMART TV,2024-01-30 00:00:00
evt_3696,usr_744,cnt_050,2024-01-30 00:01:00,9652,web,2024-01-31 00:00:00
evt_2949,usr_613,cnt_098,2024-01-30 00:40:00,1193,SMART TV,2024-01-31 00:00:00
evt_3896,usr_879,cnt_084,2024-01-30 00:55:00,1143,MOBILE,2024-01-31 00:00:00
evt_0523,usr_613,cnt_097,2024-01-30 13:10:00,3133,SMART TV,2024-01-31 00:00:00
evt_4021,usr_719,cnt_037,2024-01-30 13:50:00,6029,Web,2024-01-31 00:00:00
evt_4090,usr_575,cnt_111,2024-01-30 14:04:00,828,WEB,2024-01-31 00:00:00
evt_0842,usr_478,cnt_016,2024-01-30 14:07:00,3587,Smart TV,2024-01-31 00:00:00
evt_0039,usr_401,cnt_064,2024-01-30 14:15:00,2055,SMART TV,2024-01-31 00:00:00
evt_2954,usr_558,cnt_015,2024-01-30 14:19:00,2404,WEB,2024-01-31 00:00:00
evt_1944,usr_744,cnt_037,2024-01-30 14:20:00,2394,MOBILE,2024-01-31 00:00:00
evt_2026,usr_501,cnt_113,2024-01-30 14:24:00,6218,smart tv,2024-01-31 00:00:00
evt_1730,usr_761,cnt_045,2024-01-30 14:30:00,3506,TABLET,2024-01-31 00:00:00
evt_4866,usr_341,cnt_063,2024-01-30 14:38:00,1379,Tablet,2024-01-31 00:00:00
evt_1669,usr_928,cnt_078,2024-01-30 15:25:00,399,MOBILE,2024-01-31 00:00:00
evt_3532,usr_156,cnt_065,2024-01-30 15:28:00,3894,MOBILE,2024-01-31 00:00:00
evt_4804,usr_356,cnt_026,2024-01-30 16:06:00,2719,Mobile,2024-01-31 00:00:00
evt_4782,usr_607,cnt_045,2024-01-30 16:28:00,4046,Mobile,2024-01-31 00:00:00
evt_0230,usr_907,cnt_093,2024-01-30 16:47:00,1342,Tablet,2024-01-31 00:00:00
evt_3108,usr_791,cnt_101,2024-01-30 16:51:00,5146,tablet,2024-01-31 00:00:00
evt_4041,usr_648,cnt_114,2024-01-30 16:59:00,3396,Tablet,2024-01-31 00:00:00
evt_3094,usr_907,cnt_003,2024-01-30 18:52:00,6744,Mobile,2024-01-31 00:00:00
evt_3286,usr_116,cnt_052,2024-01-30 18:55:00,356,Web,2024-01-31 00:00:00
evt_2637,usr_412,cnt_022,2024-01-30 19:14:00,6453,Mobile,2024-01-31 00:00:00
evt_4022,usr_164,cnt_032,2024-01-30 19:24:00,328,WEB,2024-01-31 00:00:00
evt_1969,usr_853,cnt_053,2024-01-30 20:58:00,1953,tablet,2024-01-31 00:00:00
evt_1610,usr_240,cnt_113,2024-01-30 21:11:00,2804,Web,2024-01-31 00:00:00
evt_4500,usr_450,cnt_088,2024-01-30 21:29:00,1648,Mobile,2024-01-31 00:00:00
evt_3491,usr_576,cnt_036,2024-01-30 21:35:00,7084,SMART TV,2024-01-31 00:00:00
evt_1499,usr_113,cnt_099,2024-01-30 22:08:00,5791,MOBILE,2024-01-31 00:00:00
evt_3987,usr_539,cnt_022,2024-01-30 22:18:00,2808,web,2024-01-31 00:00:00
evt_2830,usr_240,cnt_014,2024-01-30 22:40:00,1540,smart tv,2024-01-31 00:00:00
evt_4948,usr_523,cnt_114,2024-01-30 22:52:00,8021,Tablet,2024-01-31 00:00:00
evt_3512,usr_522,cnt_009,2024-01-30 22:53:00,355,MOBILE,2024-01-31 00:00:00
evt_4977,usr_914,cnt_067,2024-01-30 23:05:00,7263,MOBILE,2024-01-31 00:00:00
evt_4734,usr_377,cnt_042,2024-01-30 23:08:00,10605,MOBILE,2024-01-31 00:00:00
evt_0484,usr_589,cnt_001,2024-01-30 23:21:00,999,SMART TV,2024-01-31 00:00:00
evt_2209,usr_192,cnt_018,2024-01-31 00:29:00,2574,MOBILE,2024-02-01 00:00:00
evt_0228,usr_156,cnt_114,2024-01-31 13:21:00,3523,web,2024-02-01 00:00:00
evt_0482,usr_797,cnt_001,2024-01-31 13:29:00,1983,MOBILE,2024-02-01 00:00:00
evt_2354,usr_787,cnt_112,2024-01-31 13:29:00,4797,web,2024-02-01 00:00:00
evt_4815,usr_336,cnt_112,2024-01-31 14:08:00,7191,web,2024-02-01 00:00:00
evt_1846,usr_430,cnt_107,2024-01-31 14:18:00,4773,SMART TV,2024-02-01 00:00:00
evt_4373,usr_134,cnt_001,2024-01-31 14:20:00,6909,SMART TV,2024-02-01 00:00:00
evt_1678,usr_776,cnt_059,2024-01-31 15:17:00,3236,Mobile,2024-02-01 00:00:00
evt_3959,usr_928,cnt_059,2024-01-31 15:18:00,3008,SMART TV,2024-02-01 00:00:00
evt_0460,usr_606,cnt_093,2024-01-31 15:20:00,9391,MOBILE,2024-02-01 00:00:00
evt_3316,usr_506,cnt_088,2024-01-31 15:38:00,6777,tablet,2024-02-01 00:00:00
evt_1258,usr_794,cnt_013,2024-01-31 16:23:00,3227,Smart TV,2024-02-01 00:00:00
evt_2066,usr_558,cnt_021,2024-01-31 16:36:00,3180,mobile,2024-02-01 00:00:00
evt_1308,usr_589,cnt_073,2024-01-31 16:48:00,3605,SMART TV,2024-02-01 00:00:00
evt_4679,usr_364,cnt_087,2024-01-31 17:00:00,2039,MOBILE,2024-02-01 00:00:00
evt_3912,usr_341,cnt_070,2024-01-31 17:01:00,2387,MOBILE,2024-02-01 00:00:00
evt_0101,usr_778,cnt_072,2024-01-31 17:49:00,4757,smart tv,2024-02-01 00:00:00
evt_2121,usr_394,cnt_003,2024-01-31 17:58:00,3222,SMART TV,2024-02-01 00:00:00
evt_3328,usr_402,cnt_076,2024-01-31 18:17:00,7707,mobile,2024-02-01 00:00:00
evt_0591,usr_888,cnt_089,2024-01-31 18:32:00,1571,Mobile,2024-02-01 00:00:00
evt_3919,usr_630,cnt_112,2024-01-31 19:25:00,1025,MOBILE,2024-02-01 00:00:00
evt_3623,usr_556,cnt_043,2024-01-31 20:20:00,5568,tablet,2024-02-01 00:00:00
evt_4974,usr_161,cnt_120,2024-01-31 20:43:00,4670,WEB,2024-02-01 00:00:00
evt_4116,usr_408,cnt_086,2024-01-31 20:59:00,1493,smart tv,2024-02-01 00:00:00
evt_1692,usr_331,cnt_027,2024-01-31 21:00:00,983,Smart TV,2024-02-01 00:00:00
evt_1251,usr_478,cnt_082,2024-01-31 21:19:00,6859,mobile,2024-02-01 00:00:00
evt_4251,usr_291,cnt_089,2024-01-31 21:40:00,3200,smart tv,2024-02-01 00:00:00
evt_4614,usr_608,cnt_086,2024-01-31 21:49:00,3110,Mobile,2024-02-01 00:00:00
evt_2480,usr_523,cnt_101,2024-01-31 22:18:00,3855,Smart TV,2024-02-01 00:00:00
evt_1953,usr_636,cnt_100,2024-01-31 22:27:00,4783,mobile,2024-02-01 00:00:00
evt_0364,usr_916,cnt_105,2024-01-31 23:14:00,3928,TABLET,2024-02-01 00:00:00
evt_2530,usr_657,cnt_055,2024-01-31 23:37:00,3444,Web,2024-02-01 00:00:00
evt_2302,usr_623,cnt_029,2024-02-01 13:00:00,1767,Mobile,2024-02-02 00:00:00
evt_1580,usr_300,cnt_093,2024-02-01 13:06:00,6698,Mobile,2024-02-02 00:00:00
evt_1683,usr_939,cnt_008,2024-02-01 13:39:00,10623,Web,2024-02-02 00:00:00
evt_3262,usr_134,cnt_105,2024-02-01 13:51:00,1834,WEB,2024-02-02 00:00:00
evt_3525,usr_552,cnt_018,2024-02-01 13:56:00,7287,Mobile,2024-02-02 00:00:00
evt_4719,usr_784,cnt_043,2024-02-01 14:05:00,4426,Mobile,2024-02-02 00:00:00
evt_1430,usr_377,cnt_063,2024-02-01 14:15:00,4982,smart tv,2024-02-02 00:00:00
evt_1171,usr_356,cnt_109,2024-02-01 14:25:00,2365,SMART TV,2024-02-02 00:00:00
evt_4316,usr_339,cnt_107,2024-02-01 15:33:00,634,mobile,2024-02-02 00:00:00
evt_3437,usr_778,cnt_023,2024-02-01 16:21:00,1752,Mobile,2024-02-02 00:00:00
evt_4419,usr_285,cnt_083,2024-02-01 17:25:00,1522,Web,2024-02-02 00:00:00
evt_1514,usr_676,cnt_083,2024-02-01 18:20:00,5253,smart tv,2024-02-02 00:00:00
evt_2122,usr_247,cnt_055,2024-02-01 18:30:00,805,Smart TV,2024-02-02 00:00:00
evt_0728,usr_829,cnt_087,2024-02-01 18:52:00,6168,smart tv,2024-02-02 00:00:00
evt_2113,usr_540,cnt_106,2024-02-01 19:37:00,3074,Tablet,2024-02-02 00:00:00
evt_1493,usr_458,cnt_066,2024-02-01 20:42:00,3682,Mobile,2024-02-02 00:00:00
evt_4226,usr_362,cnt_033,2024-02-01 20:50:00,3309,tablet,2024-02-02 00:00:00
evt_2001,usr_136,cnt_025,2024-02-01 21:13:00,1162,WEB,2024-02-02 00:00:00
evt_0820,usr_608,cnt_078,2024-02-01 21:17:00,6018,Web,2024-02-02 00:00:00
evt_0601,usr_503,cnt_013,2024-02-01 22:13:00,1503,MOBILE,2024-02-02 00:00:00
evt_3953,usr_232,cnt_059,2024-02-01 22:29:00,3523,Smart TV,2024-02-02 00:00:00
evt_0128,usr_420,cnt_037,2024-02-01 22:43:00,8827,Smart TV,2024-02-02 00:00:00
evt_2376,usr_817,cnt_059,2024-02-01 22:47:00,9567,Mobile,2024-02-02 00:00:00
evt_2912,usr_368,cnt_034,2024-02-01 22:48:00,809,mobile,2024-02-02 00:00:00
evt_3366,usr_563,cnt_115,2024-02-01 23:34:00,4195,WEB,2024-02-02 00:00:00
evt_1745,usr_636,cnt_017,2024-02-01 23:35:00,8656,Mobile,2024-02-02 00:00:00
evt_3227,usr_506,cnt_011,2024-02-01 23:46:00,569,MOBILE,2024-02-02 00:00:00
evt_0919,usr_732,cnt_049,2024-02-02 00:13:00,1120,WEB,2024-02-03 00:00:00
evt_0403,usr_582,cnt_003,2024-02-02 00:15:00,1655,mobile,2024-02-03 00:00:00
evt_3172,usr_867,cnt_028,2024-02-02 00:24:00,7407,Mobile,2024-02-03 00:00:00
evt_2527,usr_192,cnt_041,2024-02-02 00:46:00,1284,web,2024-02-03 00:00:00
evt_0272,usr_798,cnt_025,2024-02-02 13:27:00,4654,MOBILE,2024-02-03 00:00:00
evt_1809,usr_554,cnt_045,2024-02-02 13:56:00,3373,Smart TV,2024-02-03 00:00:00
evt_3110,usr_285,cnt_038,2024-02-02 14:49:00,3212,SMART TV,2024-02-03 00:00:00
evt_0858,usr_719,cnt_085,2024-02-02 15:24:00,3433,MOBILE,2024-02-03 00:00:00
evt_1476,usr_932,cnt_058,2024-02-02 15:46:00,2657,Web,2024-02-03 00:00:00
evt_2398,usr_321,cnt_019,2024-02-02 15:54:00,6258,MOBILE,2024-02-03 00:00:00
evt_3378,usr_627,cnt_036,2024-02-02 16:13:00,1422,SMART TV,2024-02-03 00:00:00
evt_4632,usr_113,cnt_015,2024-02-02 16:24:00,4533,Smart TV,2024-02-03 00:00:00
evt_4887,usr_890,cnt_045,2024-02-02 16:25:00,6847,mobile,2024-02-03 00:00:00
evt_2062,usr_907,cnt_054,2024-02-02 16:29:00,1740,Mobile,2024-02-03 00:00:00
evt_4880,usr_678,cnt_089,2024-02-02 17:03:00,2999,Smart TV,2024-02-03 00:00:00
evt_2159,usr_902,cnt_016,2024-02-02 17:48:00,853,SMART TV,2024-02-03 00:00:00
evt_2725,usr_300,cnt_064,2024-02-02 17:51:00,4000,Mobile,2024-02-03 00:00:00
evt_2857,usr_729,cnt_054,2024-02-02 17:56:00,643,mobile,2024-02-03 00:00:00
evt_2301,usr_873,cnt_044,2024-02-02 19:03:00,6575,web,2024-02-03 00:00:00
evt_2040,usr_736,cnt_070,2024-02-02 19:08:00,6323,mobile,2024-02-03 00:00:00
evt_1042,usr_425,cnt_008,2024-02-02 20:11:00,5573,Smart TV,2024-02-03 00:00:00
evt_3607,usr_563,cnt_057,2024-02-02 20:22:00,2422,Smart TV,2024-02-03 00:00:00
evt_0824,usr_558,cnt_005,2024-02-02 20:50:00,7376,Smart TV,2024-02-03 00:00:00
evt_4875,usr_748,cnt_090,2024-02-02 20:57:00,3838,smart tv,2024-02-03 00:00:00
evt_4544,usr_481,cnt_115,2024-02-02 21:01:00,1708,SMART TV,2024-02-03 00:00:00
evt_1032,usr_530,cnt_011,2024-02-02 21:19:00,506,tablet,2024-02-03 00:00:00
evt_2374,usr_696,cnt_076,2024-02-02 21:25:00,4648,TABLET,2024-02-03 00:00:00
evt_0697,usr_676,cnt_093,2024-02-02 21:34:00,2375,TABLET,2024-02-03 00:00:00
evt_4169,usr_809,cnt_055,2024-02-02 21:36:00,6617,TABLET,2024-02-03 00:00:00
evt_0106,usr_321,cnt_045,2024-02-02 21:40:00,2245,smart tv,2024-02-03 00:00:00
evt_3609,usr_288,cnt_112,2024-02-02 22:17:00,7137,MOBILE,2024-02-03 00:00:00
evt_3151,usr_292,cnt_014,2024-02-02 23:45:00,2662,MOBILE,2024-02-03 00:00:00
evt_4589,usr_928,cnt_051,2024-02-02 23:52:00,1570,web,2024-02-03 00:00:00
evt_3225,usr_657,cnt_054,2024-02-03 00:02:00,2440,smart tv,2024-02-04 00:00:00
evt_2276,usr_491,cnt_006,2024-02-03 00:33:00,6513,WEB,2024-02-04 00:00:00
evt_0328,usr_368,cnt_087,2024-02-03 00:41:00,5640,TABLET,2024-02-04 00:00:00
evt_1490,usr_587,cnt_013,2024-02-03 00:46:00,2192,smart tv,2024-02-04 00:00:00
evt_1097,usr_782,cnt_052,2024-02-03 00:56:00,1847,WEB,2024-02-04 00:00:00
evt_2471,usr_872,cnt_018,2024-02-03 13:19:00,10436,mobile,2024-02-04 00:00:00
evt_0045,usr_277,cnt_004,2024-02-03 13:22:00,2826,Mobile,2024-02-04 00:00:00
evt_3667,usr_938,cnt_031,2024-02-03 13:23:00,4291,Mobile,2024-02-04 00:00:00
evt_2158,usr_744,cnt_055,2024-02-03 13:51:00,5841,TABLET,2024-02-04 00:00:00
evt_3936,usr_576,cnt_079,2024-02-03 15:16:00,2974,Mobile,2024-02-04 00:00:00
evt_2985,usr_547,cnt_116,2024-02-03 15:38:00,5690,mobile,2024-02-04 00:00:00
evt_4746,usr_456,cnt_086,2024-02-03 15:39:00,1714,SMART TV,2024-02-04 00:00:00
evt_2265,usr_727,cnt_054,2024-02-03 16:03:00,8159,TABLET,2024-02-04 00:00:00
evt_2483,usr_583,cnt_020,2024-02-03 16:04:00,6201,Web,2024-02-04 00:00:00
evt_1679,usr_347,cnt_119,2024-02-03 16:54:00,355,smart tv,2024-02-04 00:00:00
evt_4307,usr_299,cnt_059,2024-02-03 17:40:00,1603,SMART TV,2024-02-04 00:00:00
evt_2876,usr_280,cnt_012,2024-02-03 18:14:00,1345,mobile,2024-02-04 00:00:00
evt_0562,usr_631,cnt_028,2024-02-03 18:18:00,3130,Mobile,2024-02-04 00:00:00
evt_1238,usr_699,cnt_035,2024-02-03 18:27:00,3280,smart tv,2024-02-04 00:00:00
evt_1331,usr_897,cnt_044,2024-02-03 18:46:00,2290,SMART TV,2024-02-04 00:00:00
evt_1556,usr_503,cnt_092,2024-02-03 18:46:00,3264,smart tv,2024-02-04 00:00:00
evt_3955,usr_429,cnt_116,2024-02-03 19:51:00,985,Mobile,2024-02-04 00:00:00
evt_3606,usr_456,cnt_119,2024-02-03 20:30:00,2403,Mobile,2024-02-04 00:00:00
evt_4681,usr_650,cnt_025,2024-02-03 20:33:00,4319,MOBILE,2024-02-04 00:00:00
evt_0313,usr_430,cnt_108,2024-02-03 20:58:00,1299,Mobile,2024-02-04 00:00:00
evt_2434,usr_928,cnt_016,2024-02-03 21:29:00,7119,smart tv,2024-02-04 00:00:00
evt_4661,usr_657,cnt_005,2024-02-03 21:47:00,6115,Smart TV,2024-02-04 00:00:00
evt_3777,usr_238,cnt_110,2024-02-03 22:19:00,5428,Web,2024-02-04 00:00:00
evt_3334,usr_427,cnt_036,2024-02-03 22:22:00,7512,Mobile,2024-02-04 00:00:00
evt_0481,usr_865,cnt_119,2024-02-03 22:36:00,7473,Mobile,2024-02-04 00:00:00
evt_1987,usr_401,cnt_033,2024-02-03 22:38:00,6964,SMART TV,2024-02-04 00:00:00
evt_4594,usr_502,cnt_039,2024-02-03 22:40:00,711,Mobile,2024-02-04 00:00:00
evt_3612,usr_746,cnt_107,2024-02-03 22:55:00,9685,web,2024-02-04 00:00:00
evt_0285,usr_478,cnt_061,2024-02-03 23:11:00,4833,SMART TV,2024-02-04 00:00:00
evt_2991,usr_291,cnt_010,2024-02-03 23:32:00,2430,SMART TV,2024-02-04 00:00:00
evt_3095,usr_788,cnt_003,2024-02-03 23:41:00,4357,Mobile,2024-02-04 00:00:00
evt_1643,usr_415,cnt_031,2024-02-03 23:56:00,537,Mobile,2024-02-04 00:00:00
evt_4561,usr_150,cnt_047,2024-02-04 00:45:00,351,MOBILE,2024-02-05 00:00:00
evt_4921,usr_902,cnt_103,2024-02-04 00:45:00,7518,Mobile,2024-02-05 00:00:00
evt_3057,usr_433,cnt_120,2024-02-04 13:21:00,2714,Smart TV,2024-02-05 00:00:00
evt_2278,usr_272,cnt_047,2024-02-04 13:38:00,4294,Tablet,2024-02-05 00:00:00
evt_2971,usr_478,cnt_058,2024-02-04 15:15:00,959,web,2024-02-05 00:00:00
evt_1111,usr_582,cnt_119,2024-02-04 15:33:00,3440,mobile,2024-02-05 00:00:00
evt_4271,usr_817,cnt_077,2024-02-04 15:40:00,884,MOBILE,2024-02-05 00:00:00
evt_2205,usr_117,cnt_120,2024-02-04 15:47:00,9894,web,2024-02-05 00:00:00
evt_3703,usr_184,cnt_035,2024-02-04 17:25:00,328,WEB,2024-02-05 00:00:00
evt_1784,usr_560,cnt_106,2024-02-04 17:54:00,7334,WEB,2024-02-05 00:00:00
evt_2938,usr_809,cnt_050,2024-02-04 18:01:00,2269,MOBILE,2024-02-05 00:00:00
evt_0592,usr_528,cnt_089,2024-02-04 18:10:00,5958,smart tv,2024-02-05 00:00:00
evt_4382,usr_547,cnt_087,2024-02-04 19:09:00,1838,mobile,2024-02-05 00:00:00
evt_2844,usr_719,cnt_030,2024-02-04 19:31:00,5803,Web,2024-02-05 00:00:00
evt_0324,usr_880,cnt_065,2024-02-04 20:00:00,1698,tablet,2024-02-05 00:00:00
evt_1758,usr_164,cnt_090,2024-02-04 20:06:00,3340,mobile,2024-02-05 00:00:00
evt_2280,usr_332,cnt_006,2024-02-04 20:22:00,5635,SMART TV,2024-02-05 00:00:00
evt_0445,usr_595,cnt_098,2024-02-04 20:35:00,705,WEB,2024-02-05 00:00:00
evt_1561,usr_537,cnt_093,2024-02-04 20:39:00,1752,Web,2024-02-05 00:00:00
evt_3408,usr_443,cnt_026,2024-02-04 20:44:00,8823,SMART TV,2024-02-05 00:00:00
evt_3929,usr_469,cnt_116,2024-02-04 21:01:00,7072,mobile,2024-02-05 00:00:00
evt_3032,usr_105,cnt_077,2024-02-04 21:50:00,3142,tablet,2024-02-05 00:00:00
evt_0280,usr_558,cnt_052,2024-02-04 21:56:00,7579,mobile,2024-02-05 00:00:00
evt_3098,usr_218,cnt_050,2024-02-04 22:45:00,1839,Mobile,2024-02-05 00:00:00
evt_1973,usr_411,cnt_039,2024-02-04 22:55:00,6645,MOBILE,2024-02-05 00:00:00
evt_3457,usr_636,cnt_099,2024-02-04 22:58:00,7042,Smart TV,2024-02-05 00:00:00
evt_4926,usr_772,cnt_028,2024-02-04 23:00:00,1228,WEB,2024-02-05 00:00:00
evt_4383,usr_491,cnt_026,2024-02-04 23:28:00,5463,Smart TV,2024-02-05 00:00:00
evt_0217,usr_590,cnt_100,2024-02-04 23:43:00,1780,WEB,2024-02-05 00:00:00
evt_4196,usr_888,cnt_102,2024-02-04 23:50:00,3359,Mobile,2024-02-05 00:00:00
evt_3330,usr_848,cnt_069,2024-02-05 00:02:00,3074,SMART TV,2024-02-06 00:00:00
evt_4858,usr_938,cnt_079,2024-02-05 00:08:00,3442,WEB,2024-02-06 00:00:00
evt_0701,usr_389,cnt_087,2024-02-05 00:24:00,2514,Mobile,2024-02-06 00:00:00
evt_3027,usr_164,cnt_042,2024-02-05 00:56:00,6345,MOBILE,2024-02-06 00:00:00
evt_2420,usr_932,cnt_059,2024-02-05 00:59:00,2731,WEB,2024-02-06 00:00:00
evt_3476,usr_575,cnt_113,2024-02-05 14:04:00,3307,Web,2024-02-06 00:00:00
evt_4813,usr_300,cnt_079,2024-02-05 14:05:00,2216,MOBILE,2024-02-06 00:00:00
evt_3383,usr_237,cnt_020,2024-02-05 14:25:00,5355,Mobile,2024-02-06 00:00:00
evt_0130,usr_412,cnt_035,2024-02-05 14:39:00,4986,TABLET,2024-02-06 00:00:00
evt_0690,usr_711,cnt_043,2024-02-05 14:54:00,713,Smart TV,2024-02-06 00:00:00
evt_3273,usr_751,cnt_092,2024-02-05 15:54:00,3984,web,2024-02-06 00:00:00
evt_0587,usr_503,cnt_118,2024-02-05 16:11:00,7018,MOBILE,2024-02-06 00:00:00
evt_4634,usr_678,cnt_116,2024-02-05 17:44:00,3414,Tablet,2024-02-06 00:00:00
evt_3734,usr_673,cnt_056,2024-02-05 19:00:00,3302,SMART TV,2024-02-06 00:00:00
evt_1250,usr_539,cnt_036,2024-02-05 19:07:00,1786,Mobile,2024-02-06 00:00:00
evt_3712,usr_504,cnt_085,2024-02-05 19:19:00,1642,Smart TV,2024-02-06 00:00:00
evt_0692,usr_247,cnt_030,2024-02-05 19:26:00,3379,SMART TV,2024-02-06 00:00:00
evt_4705,usr_156,cnt_029,2024-02-05 19:40:00,8444,web,2024-02-06 00:00:00
evt_1979,usr_469,cnt_052,2024-02-05 20:02:00,5374,MOBILE,2024-02-06 00:00:00
evt_0363,usr_274,cnt_113,2024-02-05 20:10:00,771,MOBILE,2024-02-06 00:00:00
evt_0784,usr_842,cnt_057,2024-02-05 20:52:00,4397,mobile,2024-02-06 00:00:00
evt_1367,usr_631,cnt_020,2024-02-05 21:20:00,3087,mobile,2024-02-06 00:00:00
evt_4249,usr_491,cnt_089,2024-02-05 21:23:00,449,Mobile,2024-02-06 00:00:00
evt_2732,usr_696,cnt_114,2024-02-05 22:01:00,1900,Smart TV,2024-02-06 00:00:00
evt_1068,usr_293,cnt_086,2024-02-05 22:16:00,887,tablet,2024-02-06 00:00:00
evt_2561,usr_746,cnt_106,2024-02-05 22:55:00,3123,TABLET,2024-02-06 00:00:00
evt_3915,usr_587,cnt_114,2024-02-05 23:04:00,6523,smart tv,2024-02-06 00:00:00
evt_1007,usr_249,cnt_075,2024-02-05 23:49:00,2524,mobile,2024-02-06 00:00:00
evt_0237,usr_539,cnt_008,2024-02-06 00:17:00,1679,Smart TV,2024-02-07 00:00:00
evt_0451,usr_871,cnt_094,2024-02-06 00:44:00,10775,Tablet,2024-02-07 00:00:00
