subscription_id,user_id,plan_type,status,start_date,start_time,end_date,end_time,monthly_fee_cents,updated_at
sub_0377,usr_929,Premium,CANCELLED,2020-04-11,08:58:52,2020-05-31,00:23:03,1499,2020-06-03 03:38:00
sub_0393,usr_605,basic,Cancelled,2022-09-18,14:35:07,2023-08-20,06:40:38,599,2023-08-21 18:55:00
sub_0368,usr_391,Basic,cancelled,2023-08-27,01:21:19,2023-09-21,11:45:44,599,2023-09-25 18:23:00
sub_0008,usr_254,basic,CANCELLED,2024-05-30,16:15:48,2024-03-15,01:58:47,599,2024-03-19 13:52:00
sub_0101,usr_699,PREMIUM,paused,2022-11-26,16:01:33,2023-01-17,05:10:06,1499,2023-01-17 00:06:00
sub_0207,usr_895,BASIC,paused,2024-05-15,07:06:58,2024-06-23,12:15:59,599,2024-06-27 13:16:00
sub_0086,usr_745,premium,canceled,2020-10-21,13:30:24,2021-03-29,18:21:18,1499,2021-04-02 10:55:00
sub_0054,usr_528,Premium,CANCELLED,2022-1-15,11:34:14,0000-00-00,11:39:53,599,2022-01-18 03:04:00
sub_0106,usr_150,STANDARD,CANCELLED,2020-06-22,04:28:07,2021-10-23,09:17:15,999,2021-10-28 18:14:00
sub_0310,usr_686,BASIC,canceled,2022-03-21,02:06:59,2022-09-11,00:51:24,null,2022-09-16 02:52:00
sub_0141,usr_673,Basic,CANCELLED,2023-2-4,08:11:09,2024-05-16,12:53:09,599,null
sub_0049,usr_188,Standard,cancelled,2023-12-18,14:32:32,2023-14-31,10:49:46,999,2023-12-23 04:01:00
sub_0009,usr_504,standard,cancelled,2020-02-08,04:11:09,2020-14-08,16:33:35,999,2020-02-09 08:02:00
sub_0247,usr_637,STANDARD,cancelled,2024-05-31,23:55:22,2024-07-12,16:04:30,999,2024-07-13 06:23:00
sub_0251,usr_606,premium,trialing,2024-6-27,00:51:21,,,0,2024-06-28 07:38:00
sub_0399,usr_323,Premium,cancelled,2022-04-20,12:39:08,2022-11-13,11:49:20,1499,2022-11-13 04:08:00
sub_0214,usr_965,STANDARD,CANCELLED,2022-03-30,20:05:41,2023-05-10,00:45:16,999,2023-05-13 19:43:00
sub_0067,usr_534,basic,Cancelled,2024-02-01,03:12:24,2024-02-25,13:17:12,599,2024-02-28 01:00:00
sub_0440,usr_823,basic,PAUSED,2023-01-29,23:40:23,,,599,2023-01-29 22:07:00
sub_0084,usr_328,Basic,ACTIVE,2023-03-08,05:59:03,,,599,2023-03-13 17:45:00
sub_0396,usr_975,basic,paused,2022-12-20,18:36:38,,,599,2022-12-22 11:46:00
sub_0232,usr_284,basic,active,2023-0-05,05:05:44,,,599,2023-09-06 00:01:00
sub_0380,usr_455,PREMIUM,trialing,2022-06-26,05:45:00,,,0,2022-06-28 07:15:00
sub_0405,usr_353,Basic,cancelled,2021-01-16,12:00:49,2021-03-10,13:59:10,599,2021-03-10 20:04:00
sub_0286,usr_255,basic,CANCELLED,2024-03-22,13:27:12,2024-4-3,08:28:32,599,2024-04-06 12:11:00
sub_0130,usr_653,Basic,cancelled,2020-08-19,18:23:18,2020-02-31,23:45:21,599,2020-08-22 15:12:00
sub_0280,usr_875,Premium,Active,2023-04-08,22:53:23,,,,2023-04-12 23:27:00
sub_0331,usr_567,Premium,canceled,2022-4-18,12:21:12,2023-05-08,14:34:23,1499,2023-05-11 09:18:00
sub_0296,usr_140,Standard,Paused,2023-09-04,05:12:20,,,999,2023-09-09 09:42:00
sub_0132,usr_220,Premium,CANCELLED,2020-07-28,10:24:11,2021-01-27,04:35:58,1499,2021-01-31 20:58:00
sub_0239,usr_349,standard,active,2024-08-07,02:40:59,,,999,2024-08-11 01:19:00
sub_0285,usr_255,premium,paused,2024-02-18,11:12:17,2024-03-02,13:55:28,1499,2024-03-03 22:10:00
sub_0429,usr_662,Standard,Cancelled,2024-08-10,19:20:27,2024-09-19,06:07:17,999,2024-09-23 20:17:00
sub_0080,usr_226,STANDARD,Cancelled,2023-02-09,12:19:06,,,999,2023-02-13 04:40:00
sub_0059,usr_346,PREMIUM,Paused,2024-07-27,16:44:00,2024-08-15,09:50:13,1499,2024-08-16 01:01:00
sub_0304,usr_882,basic,cancelled,2020-8-21,23:06:28,2021-01-03,01:20:48,599,2021-01-05 13:04:00
sub_0422,usr_909,standard,Cancelled,2022-04-14,20:13:03,2022-07-09,11:52:59,999,2022-07-14 21:35:00
sub_0370,usr_833,PREMIUM,Cancelled,2023-01-30,07:00:46,2024-03-05,04:10:54,1499,2024-03-07 00:53:00
sub_0102,usr_506,Premium,cancelled,2023-07-28,22:28:06,2023-08-30,15:37:32,1499,2023-08-31 17:37:00
sub_0260,usr_559,Standard,cancelled,2022-08-07,08:28:14,2023-08-06,05:10:11,999,2023-08-09 16:39:00
sub_0065,usr_664,basic,cancelled,2024-02-02,20:14:29,2024-03-15,04:55:53,599,2024-03-18 22:49:00
sub_0282,usr_450,Standard,Cancelled,2024-04-16,18:14:39,,,999,2024-04-21 14:49:00
sub_0291,usr_600,Standard,Active,2023-03-11,06:14:56,,,999,2023-03-11 19:45:00
sub_0301,usr_179,standard,Cancelled,2020-11-01,13:24:17,2021-11-25,06:10:30,999,2021-11-25 00:59:00
sub_0022,usr_940,BASIC,CANCELLED,2024-04-19,06:04:38,,,599,2024-04-19 22:13:00
sub_0435,usr_663,STANDARD,cancelled,2020-10-01,19:01:35,2021-07-24,05:26:11,999,2021-07-29 02:34:00
sub_0406,usr_353,premium,canceled,2021-03-24,04:34:32,2022-06-15,10:44:05,1499,2022-06-19 20:35:00
sub_0279,usr_268,STANDARD,canceled,2024-07-22,09:04:59,,,999,2024-07-22 22:50:00
sub_0324,usr_458,Premium,active,2023-12-24,07:22:36,,,1499,2023-12-28 07:59:00
sub_0051,usr_544,standard,active,2022-10-25,19:32:15,,,999,2022-10-30 10:57:00
sub_0155,usr_754,Premium,CANCELLED,2023-10-14,18:50:10,,,1499,2023-10-18 14:13:00
sub_0196,usr_796,Basic,canceled,2023-0-07,18:42:15,2024-03-15,08:50:54,599,2024-03-16 16:07:00
sub_0300,usr_784,Basic,Cancelled,2024-03-09,04:35:35,2024-05-02,21:55:06,599,2024-05-07 22:27:00
sub_0351,usr_162,Basic,active,2023-11-25,05:09:49,,,599,2023-11-25 14:59:00
sub_0373,usr_495,Standard,canceled,2023-01-09,23:13:52,2023-04-02,22:08:34,999,2023-04-03 07:14:00
sub_0035,usr_696,STANDARD,Cancelled,2023-12-29,02:59:10,2024-02-05,01:19:42,999,2024-02-05 00:05:00
sub_0079,usr_679,Standard,active,2021-03-29,08:55:32,,,999,2021-03-31 04:37:00
sub_0426,usr_511,Premium,ACTIVE,2024-06-24,10:18:14,,,1499,2024-06-24 09:07:00
sub_0045,usr_138,STANDARD,cancelled,2020-07-04,14:49:10,2021-05-02,12:05:36,999,2021-05-04 09:10:00
sub_0020,usr_174,PREMIUM,Cancelled,2023-03-09,00:52:43,2023-11-30,11:06:24,null,2023-12-03 08:00:00
sub_0090,usr_742,premium,canceled,2024-05-15,15:23:55,2024-05-25,19:01:22,599,2024-05-29 15:37:00
sub_0097,usr_690,Standard,Cancelled,2022-01-16,07:06:24,,,999,2022-01-16 16:18:00
sub_0444,usr_525,Premium,canceled,2020-11-18,17:39:28,0000-00-00,08:45:07,1499,2020-11-19 01:51:00
sub_0444,usr_525,Premium,canceled,2020-11-18,17:39:28,0000-00-00,08:45:07,1499,2020-11-19 01:51:00
sub_0438,usr_385,standard,paused,2023-07-06,14:35:14,,,1499,2023-07-10 14:19:00
sub_0425,usr_511,Premium,Cancelled,2024-04-27,16:54:17,2024-05-10,11:12:46,1499,2024-05-12 13:13:00
sub_0021,usr_174,premium,active,2023-07-22,02:47:47,,,1499,2023-07-27 20:29:00
sub_0038,usr_159,Premium,Trialing,2024-01-18,12:50:16,,,0,2024-01-23 09:52:00
sub_0124,usr_529,premium,Cancelled,2021-12-22,03:17:58,2023-01-10,12:02:38,1499,2023-01-15 01:35:00
sub_0327,usr_708,Standard,cancelled,2024-03-30,00:25:53,2024-13-07,04:59:19,999,2024-03-15 16:48:00
sub_0093,usr_988,premium,canceled,2024-05-12,01:16:50,2024-6-29,10:48:00,1499,2024-07-02 20:06:00
sub_0081,usr_226,BASIC,active,2024-06-28,20:48:11,,,599,2024-07-03 00:23:00
sub_0117,usr_670,Basic,canceled,2024-03-13,19:24:01,2024-05-05,14:03:39,599,2024-05-06 10:00:00
sub_0040,usr_619,STANDARD,cancelled,2023-07-29,07:47:34,2023-09-25,08:36:17,999,2023-09-26 07:09:00
sub_0430,usr_662,standard,canceled,2024-13-02,16:48:52,2025-01-08,01:14:13,999,2025-01-12 15:22:00
sub_0325,usr_708,Basic,Cancelled,2023-09-13,17:40:46,,,NULL,2023-09-18 22:03:00
sub_0217,usr_564,basic,CANCELLED,2024-06-27,07:06:54,,,599,2024-07-01 09:42:00
sub_0146,usr_285,basic,ACTIVE,2024-08-15,21:29:25,,,599,2024-08-20 09:16:00
sub_0042,usr_619,Basic,ACTIVE,2024-02-02,05:28:38,,,599,2024-02-04 06:02:00
sub_0027,usr_196,standard,CANCELLED,2022-09-16,10:18:19,2023-05-01,09:30:35,999,2023-05-02 16:57:00
sub_0118,usr_670,Basic,ACTIVE,2024-06-03,02:15:43,,,599,2024-06-06 00:50:00
sub_0281,usr_450,basic,cancelled,2024-01-08,02:42:14,2024-13-04,18:20:54,599,2024-01-13 18:34:00
sub_0011,usr_504,Standard,trialing,2021-14-03,09:50:07,,,0,2021-10-04 14:14:00
sub_0001,usr_431,basic,Cancelled,2021-04-17,07:42:14,2021-09-18,04:26:34,599,2021-09-22 19:41:00
sub_0075,usr_160,premium,canceled,2024-10-16,11:50:09,2024-11-24,22:38:50,1499,2024-11-25 15:44:00
sub_0208,usr_895,BASIC,ACTIVE,2024-9-18,04:51:33,,,599,
sub_0128,usr_247,Premium,Cancelled,0000-00-00,21:45:31,2022-03-04,16:44:28,1499,2022-03-09 04:37:00
sub_0423,usr_909,standard,Active,2022-08-24,17:03:03,,,999,2022-08-27 11:54:00
sub_0383,usr_463,standard,canceled,2021-11-03,23:15:15,2022-08-07,13:34:41,999,2022-08-09 02:04:00
sub_0410,usr_507,premium,active,2021-04-14,08:08:32,,,1499,2021-04-15 09:57:00
sub_0013,usr_766,basic,active,2024-13-26,01:57:49,,,599,2024-05-30 18:31:00
sub_0142,usr_935,basic,Active,2020-03-13,20:43:38,,,599,2020-03-17 16:04:00
sub_0168,usr_660,premium,canceled,2022-04-02,09:35:21,,,1499,2022-04-06 14:03:00
sub_0350,usr_166,basic,Active,2024-08-06,21:43:37,,,599,2024-08-10 03:31:00
sub_0347,usr_166,Basic,canceled,2022-08-21,12:13:49,2023-12-10,06:34:32,599,2023-12-15 07:38:00
sub_0127,usr_529,premium,PAUSED,2024-11-30,06:02:44,,,1499,2024-12-01 17:16:00
sub_0116,usr_670,basic,canceled,2022-11-25,16:31:52,2024-01-31,20:00:43,599,2024-02-02 05:02:00
sub_0389,usr_725,BASIC,canceled,2022-04-26,07:19:02,2023-03-05,18:24:04,599,2023-03-05 22:05:00
sub_0337,usr_195,Basic,active,2021-03-17,14:57:34,,,599,2021-03-17 12:09:00
sub_0441,usr_823,STANDARD,cancelled,2023-3-17,16:53:04,2023-04-06,16:10:10,999,2023-04-10 00:20:00
sub_0068,usr_534,BASIC,canceled,2024-03-10,00:09:16,2024-04-01,13:44:36,599,2024-04-06 20:56:00
sub_0428,usr_662,Standard,CANCELLED,2024-7-4,02:05:25,2024-08-01,08:01:13,999,2024-08-03 14:10:00
sub_0244,usr_407,basic,TRIALING,2020-07-01,20:51:03,,,0,2020-07-06 10:24:00
sub_0341,usr_585,STANDARD,Cancelled,2024-09-24,06:27:50,2024-10-01,06:20:30,999,2024-10-02 20:48:00
sub_0433,usr_240,Basic,ACTIVE,2022-07-21,19:05:45,,,599,2022-07-25 17:38:00
sub_0175,usr_677,Basic,cancelled,2022-03-12,20:18:14,2022-07-11,23:11:27,599,2022-07-11 21:59:00
sub_0374,usr_495,Standard,Cancelled,2023-06-27,17:24:38,2024-03-14,09:25:02,999,2024-03-18 00:54:00
sub_0103,usr_506,standard,cancelled,2023-08-28,00:40:24,2024-04-06,01:49:23,999,2024-04-10 10:52:00
sub_0029,usr_196,Premium,Cancelled,0000-00-00,16:33:40,2024-01-25,07:24:25,1499,2024-01-25 04:02:00
sub_0398,usr_323,PREMIUM,cancelled,2021-06-07,21:55:31,2022-02-10,16:01:41,1499,2022-02-13 15:04:00
sub_0072,usr_160,PREMIUM,canceled,2023-07-11,08:06:14,2024-04-25,12:29:13,1499,2024-04-28 20:35:00
sub_0190,usr_608,STANDARD,CANCELLED,2023-05-18,N/A,2023-08-19,18:32:02,999,2023-08-21 20:48:00
sub_0091,usr_742,STANDARD,active,2024-08-11,04:16:53,,,999,2024-08-15 11:55:00
sub_0185,usr_310,PREMIUM,CANCELLED,2021-06-27,01:25:42,2022-09-12,02:14:41,1499,2022-09-15 09:00:00
sub_0258,usr_846,standard,active,2024-09-15,07:14:03,,,999,2024-09-15 04:27:00
sub_0415,usr_885,basic,canceled,2023-09-20,02:50:55,2023-10-18,02:20:45,599,2023-10-22 10:16:00
sub_0362,usr_691,Standard,cancelled,2021-08-19,22:50:03,,,999,2021-08-20 15:34:00
sub_0391,usr_219,Standard,CANCELLED,2021-04-10,18:42:40,2022-12-32,04:04:07,999,NULL
sub_0186,usr_310,Premium,Cancelled,2022-10-26,19:19:29,2022-12-27,14:39:02,1499,2022-12-30 13:42:00
sub_0180,usr_161,STANDARD,active,2020-04-19,22:47:14,,,999,2020-04-23 16:07:00
sub_0225,usr_913,Basic,CANCELLED,2021-10-21,13:42:45,2022-12-09,00:09:38,599,2022-12-14 12:08:00
sub_0213,usr_965,standard,Cancelled,2021-12-31,07:56:21,,,999,2022-01-04 01:41:00
sub_0308,usr_671,Basic,Active,2024-01-22,03:33:29,,,599,2024-01-23 10:30:00
sub_0243,usr_407,BASIC,Paused,2020-01-01,08:38:02,2020-05-16,08:23:19,599,2020-05-17 00:58:00
sub_0074,usr_160,premium,canceled,2024-08-22,11:09:59,2024-09-01,10:50:08,,2024-09-02 02:41:00
sub_0356,usr_818,Basic,CANCELLED,2023-02-20,03:14:11,2023-05-09,22:45:50,599,2023-05-10 02:46:00
sub_0164,usr_481,STANDARD,PAUSED,2024-7-31,20:30:46,,,999,2024-08-01 19:23:00
sub_0057,usr_346,premium,canceled,2024-01-05,13:47:58,2024-04-23,03:16:14,1499,2024-04-28 08:45:00
sub_0268,usr_723,Standard,canceled,2022-02-09,23:24:14,2023-04-26,06:59:16,999,2023-04-27 04:57:00
sub_0193,usr_608,Premium,Paused,2024-08-11,13:40:10,,,1499,2024-08-15 21:26:00
sub_0150,usr_953,STANDARD,CANCELLED,2021-11-16,14:55:00,2022-09-20,10:03:26,null,2022-09-21 16:49:00
sub_0442,usr_823,Standard,canceled,2023-04-22,20:15:59,2024-03-10,18:16:08,999,2024-03-12 22:05:00
sub_0082,usr_328,Basic,paused,2021-07-30,18:41:37,2022-06-11,01:52:07,599,2022-06-14 02:00:00
sub_0163,usr_481,Premium,canceled,2024-05-01,20:55:58,2024-06-28,13:07:26,1499,2024-07-03 16:33:00
sub_0257,usr_846,Standard,CANCELLED,2024-06-10,15:07:21,2024-07-08,02:23:51,999,2024-07-11 05:44:00
sub_0359,usr_417,Premium,paused,2024-04-04,21:17:28,,,1499,2024-04-08 06:28:00
sub_0275,usr_981,basic,cancelled,2022-01-01,18:24:27,2022-05-14,01:28:32,599,2022-05-14 08:05:00
sub_0191,usr_608,STANDARD,CANCELLED,2023-09-11,15:45:23,,,999,2023-09-15 01:10:00
sub_0160,usr_481,Standard,CANCELLED,2022-03-03,20:00:15,2023-03-13,12:15:52,999,2023-03-13 22:03:00
sub_0376,usr_929,premium,paused,2020-02-17,23:20:14,2020-03-09,13:34:16,1499,2020-03-13 08:44:00
sub_0126,usr_529,Premium,CANCELLED,2024-09-16,12:47:39,2024-09-26,13:28:59,1499,2024-10-01 20:28:00
sub_0238,usr_349,Standard,canceled,2024-05-02,02:06:42,2024-14-06,16:14:28,999,2024-05-07 11:34:00
sub_0151,usr_953,PREMIUM,Cancelled,2022-11-02,04:42:38,,,1499,2022-11-07 14:35:00
sub_0252,usr_451,Premium,canceled,2020-08-12,22:13:17,2021-12-18,15:00:28,1499,2021-12-21 04:20:00
sub_0111,usr_326,Premium,cancelled,2021-01-12,13:36:24,2022-03-28,10:53:38,1499,2022-03-28 00:03:00
sub_0182,usr_733,standard,Cancelled,2021-0-17,04:46:32,2022-11-19,04:13:12,999,2022-11-19 15:02:00
sub_0147,usr_205,premium,Paused,2021-01-24,09:37:22,,,1499,2021-01-26 17:01:00
sub_0161,usr_481,Premium,canceled,2023-03-28,18:00:30,2024-01-03,17:24:15,1499,2024-01-07 08:39:00
sub_0211,usr_421,PREMIUM,active,2024-05-02,23:48:50,,,1499,2024-05-05 01:11:00
sub_0133,usr_220,Premium,cancelled,2021-03-01,23:10:19,2021-06-01,05:08:28,1499,2021-06-04 15:12:00
sub_0382,usr_572,Basic,CANCELLED,2023-07-08,15:06:04,2023-14-21,13:30:30,599,2023-07-09 14:18:00
sub_0062,usr_192,basic,canceled,2022-05-17,11:58:20,2023-08-15,23:01:50,599,2023-08-18 22:03:00
sub_0220,usr_470,standard,active,2024-08-16,15:30:59,,,999,2024-08-18 14:30:00
sub_0349,usr_166,Premium,cancelled,2024-07-20,23:04:42,2024-08-31,19:42:52,1499,2024-09-04 01:17:00
sub_0023,usr_940,standard,Paused,2024-06-18,17:12:19,2024-07-11,16:28:17,999,2024-07-16 16:16:00
sub_0005,usr_254,Basic,cancelled,2021-02-03,07:12:33,2021-03-09,15:16:12,599,2021-03-11 11:05:00
sub_0420,usr_270,Premium,Active,2023-07-02,16:12:06,,,1499,2023-07-03 11:17:00
sub_0004,usr_431,premium,Active,2023-02-25,09:41:55,,,1499,2023-03-01 16:21:00
sub_0417,usr_885,Standard,cancelled,2024-04-16,21:13:33,0000-00-00,09:18:54,999,2024-04-17 12:35:00
sub_0353,usr_848,Basic,CANCELLED,2023-05-02,11:35:52,2023-05-14,14:06:07,599,2023-05-18 18:35:00
sub_0408,usr_353,standard,active,2023-06-19,19:26:49,,,999,2023-06-24 03:18:00
sub_0236,usr_898,standard,active,2023-08-30,22:29:39,,,999,2023-08-31 05:03:00
sub_0436,usr_663,STANDARD,active,2021-08-08,05:23:47,,,999,2021-08-12 23:15:00
sub_0297,usr_140,Standard,cancelled,2023-11-29,08:35:59,2023-12-22,02:59:42,999,2023-12-25 22:34:00
sub_0364,usr_797,basic,CANCELLED,2024-05-14,11:36:11,2024-06-05,05:55:40,599,NULL
sub_0299,usr_784,Premium,Cancelled,2024-02-08,04:27:58,2024-02-25,07:22:36,1499,2024-02-25 15:18:00
sub_0361,usr_762,STANDARD,TRIALING,2024-08-27,05:41:21,,,0,2024-08-27 06:06:00
sub_0261,usr_559,STANDARD,Cancelled,2023-01-31,19:40:21,2023-09-28,17:33:09,999,2023-09-28 16:51:00
sub_0271,usr_954,BASIC,cancelled,2020-05-25,03:48:53,2021-05-30,03:12:43,599,2021-05-30 08:20:00
sub_0108,usr_150,basic,cancelled,2022-06-29,19:55:22,2023-04-09,14:22:47,599,2023-04-14 04:26:00
sub_0077,usr_946,STANDARD,Active,2021-10-18,21:18:53,,,999,2021-10-23 00:01:00
sub_0369,usr_391,BASIC,ACTIVE,2023-0-18,21:27:02,,,599,2023-12-22 02:08:00
sub_0340,usr_585,STANDARD,Cancelled,2024-07-22,09:31:14,2024-08-09,11:35:48,999,
sub_0267,usr_723,Standard,Cancelled,2021-06-27,05:58:59,2021-11-22,01:14:10,999,2021-11-22 20:24:00
sub_0201,usr_644,basic,PAUSED,2024-04-29,16:01:28,,,599,2024-05-01 23:50:00
sub_0003,usr_431,BASIC,canceled,2022-11-24,NULL,2023-2-14,15:29:30,599,2023-02-19 08:30:00
sub_0235,usr_898,BASIC,cancelled,2023-4-3,21:30:36,2023-07-30,06:06:53,599,2023-08-03 17:21:00
sub_0110,usr_150,basic,Active,2024-01-11,14:44:29,,,599,2024-01-16 10:00:00
sub_0110,usr_150,basic,Active,2024-01-11,14:44:29,,,599,2024-01-16 10:00:00
sub_0413,usr_500,STANDARD,Active,2024-11-12,19:32:02,,,999,2024-11-12 21:57:00
sub_0413,usr_500,STANDARD,Active,2024-11-12,19:32:02,,,999,2024-11-12 21:57:00
sub_0265,usr_394,PREMIUM,Trialing,2024-01-16,08:29:41,,,0,2024-01-17 21:18:00
sub_0112,usr_326,Premium,ACTIVE,2022-05-09,13:33:52,,,1499,2022-05-11 14:00:00
sub_0143,usr_798,basic,Active,2023-07-03,11:46:29,,,599,N/A
sub_0136,usr_684,Standard,active,2022-05-21,16:56:40,,,999,2022-05-25 11:35:00
sub_0273,usr_624,basic,CANCELLED,2023-11-29,22:27:07,2023-12-13,21:01:01,599,2023-12-14 11:46:00
sub_0283,usr_450,STANDARD,cancelled,2024-05-30,09:18:25,2024-06-20,23:43:13,999,2024-06-20 11:46:00
sub_0387,usr_272,premium,Cancelled,2020-12-28,03:17:00,2021-08-07,03:43:20,1499,2021-08-11 18:10:00
sub_0381,usr_123,basic,Trialing,2023-11-23,03:28:37,,,0,2023-11-26 22:10:00
sub_0253,usr_451,premium,canceled,2021-12-27,07:10:55,2022-06-20,20:13:28,1499,2022-06-22 05:26:00
sub_0306,usr_882,Premium,Active,2021-09-04,06:30:52,,,1499,NULL
sub_0303,usr_179,standard,Active,2023-01-30,01:12:15,,,999,2023-01-30 09:58:00
sub_0107,usr_150,Premium,CANCELLED,2022-01-01,15:52:19,2022-05-14,17:24:37,1499,2022-05-16 17:20:00
sub_0264,usr_394,standard,CANCELLED,2023-10-08,13:28:56,,,999,2023-10-10 11:13:00
sub_0400,usr_323,BASIC,Cancelled,2023-01-05,18:33:02,2023-07-15,23:09:34,599,2023-07-17 13:41:00
sub_0318,usr_811,Basic,paused,2020-07-03,01:23:36,2021-08-18,00:40:45,599,2021-08-21 04:57:00
sub_0173,usr_829,basic,active,2021-01-31,22:13:33,,,599,2021-02-05 08:45:00
sub_0032,usr_474,Basic,Cancelled,2020-12-21,20:53:56,2021-10-17,13:45:41,599,2021-10-22 13:05:00
sub_0089,usr_745,standard,ACTIVE,2023-12-28,18:33:57,,,999,2023-12-29 02:11:00
sub_0319,usr_811,PREMIUM,Cancelled,2021-11-16,21:40:21,2023-01-25,21:20:03,1499,2023-01-27 22:47:00
sub_0419,usr_182,BASIC,trialing,2024-01-05,13:34:32,,,0,2024-01-08 21:16:00
sub_0354,usr_848,Basic,Active,2023-06-26,13:36:03,,,599,2023-06-28 16:25:00
sub_0335,usr_170,Standard,canceled,2020-10-23,21:29:40,2021-01-06,09:33:07,999,2021-01-11 11:36:00
sub_0323,usr_458,premium,canceled,2023-11-28,16:24:06,2023-12-09,13:51:32,1499,2023-12-11 01:38:00
sub_0198,usr_796,premium,active,0000-00-00,10:13:00,,,1499,N/A
sub_0109,usr_150,Basic,Paused,2023-06-15,16:06:47,2023-11-19,22:40:58,,2023-11-22 12:36:00
sub_0245,usr_637,Basic,paused,2023-10-05,05:54:20,,,599,2023-10-08 14:50:00
sub_0205,usr_895,Basic,Cancelled,2022-12-30,17:56:29,2023-01-22,11:24:56,599,2023-01-25 14:36:00
sub_0119,usr_236,Standard,Paused,2020-01-16,null,2020-08-29,03:27:52,999,2020-08-31 11:15:00
sub_0249,usr_606,PREMIUM,PAUSED,2023-13-25,06:20:19,2024-01-10,16:00:42,1499,
sub_0345,usr_780,Standard,cancelled,2022-04-22,07:56:16,2022-09-09,07:02:12,999,2022-09-12 11:55:00
sub_0152,usr_953,BASIC,trialing,2024-02-27,20:51:49,,,0,2024-02-27 19:08:00
sub_0342,usr_813,STANDARD,cancelled,2022-12-31,06:19:25,2023-06-20,23:12:36,999,2023-06-24 04:06:00
sub_0385,usr_463,Basic,cancelled,2023-02-11,16:03:02,2024-01-09,03:01:49,599,2024-01-11 00:58:00
sub_0453,usr_725,basic,TRIALING,2023-04-19,01:05:11,,,0,2023-05-02 00:00:00
sub_0454,usr_608,BASIC,Active,2021-03-21,,,,599,2021-04-12 00:00:00
sub_0455,usr_637,Basic,active,2023-11-17,07:50:20,,,599,N/A
sub_0456,usr_525,PREMIUM,Cancelled,2022-04-11,02:06:44,2023-03-11,01:27:12,1499,2022-04-22 00:00:00
sub_0457,usr_537,Standard,paused,2023-05-11,00:15:05,,,999,2023-05-29 00:00:00
sub_0458,usr_619,Standard,Cancelled,2021-03-22,14:15:26,2021-05-29,02:46:59,999,2021-04-16 00:00:00
sub_0459,usr_693,BASIC,Cancelled,2021-06-04,09:40:29,2022-01-32,01:56:31,599,2021-06-23 00:00:00
sub_0460,usr_188,Premium,Active,2021-02-03,19:31:51,,,1499,2021-02-05 00:00:00
sub_0460,usr_188,Premium,Active,2021-02-03,19:31:51,,,1499,2021-02-05 00:00:00
sub_0462,usr_644,Standard,CANCELLED,2021-11-28,19:43:47,2022-08-06,07:22:21,999,2021-12-26 00:00:00
sub_0463,usr_292,basic,CANCELLED,2020-12-22,04:21:29,2021-12-09,04:31:58,599,2020-12-30 00:00:00
sub_0464,usr_670,PREMIUM,Active,2021-8-25,20:35:45,,,null,NULL
sub_0465,usr_660,Premium,ACTIVE,2020-01-08,15:38:56,,,1499,2020-01-25 00:00:00
sub_0466,usr_326,Premium,PAUSED,2020-08-26,03:20:17,,,1499,2020-09-07 00:00:00
sub_0467,usr_525,Basic,CANCELLED,2023-01-09,01:45:55,2023-08-12,22:57:00,599,2023-01-25 00:00:00
sub_0468,usr_895,Standard,Cancelled,2022-03-14,15:09:21,2022-10-31,08:24:40,999,2022-03-16 00:00:00
sub_0469,usr_195,standard,Active,2020-05-21,10:41:09,,,999,2020-05-31 00:00:00
sub_0470,usr_421,PREMIUM,Trialing,2020-06-20,22:30:34,,,0,2020-06-20 00:00:00
sub_0471,usr_254,standard,active,2022-07-02,23:31:23,,,999,2022-07-03 00:00:00
sub_0472,usr_540,Standard,active,2021-0-24,11:37:10,,,999,2021-09-09 00:00:00
sub_0473,usr_455,BASIC,ACTIVE,2020-05-31,15:08:09,,,599,2020-03-15 00:00:00
sub_0474,usr_799,Basic,ACTIVE,2023-06-04,00:56:18,,,599,2023-07-01 00:00:00
sub_0475,usr_174,BASIC,ACTIVE,2021-09-06,10:20:00,,,599,2021-09-17 00:00:00
sub_0476,usr_600,standard,paused,2021-02-11,13:37:28,,,999,2021-02-26 00:00:00
sub_0477,usr_644,STANDARD,TRIALING,2022-01-07,22:53:52,,,0,2022-01-19 00:00:00
sub_0478,usr_815,standard,cancelled,2020-11-14,09:29:59,2021-11-13,10:31:51,999,2020-12-10 00:00:00
sub_0479,usr_975,Basic,CANCELLED,2022-10-09,18:31:43,2023-08-24,12:43:43,599,2022-10-09 00:00:00
sub_0480,usr_328,Standard,trialing,2022-06-06,18:02:48,,,0,2022-07-01 00:00:00
sub_0481,usr_784,premium,TRIALING,2024-03-22,19:07:12,,,0,2024-04-10 00:00:00
sub_0482,usr_954,Standard,active,2022-05-28,20:15:46,,,999,2022-06-16 00:00:00
sub_0483,usr_688,STANDARD,active,2023-10-20,15:37:41,,,,2023-11-05 00:00:00
sub_0484,usr_450,Standard,Active,2022-03-10,07:23:51,,,999,2022-03-16 00:00:00
sub_0485,usr_192,PREMIUM,active,2023-08-08,04:55:51,,,1499,2023-08-11 00:00:00
sub_0486,usr_693,PREMIUM,active,2023-09-06,00:48:22,,,1499,2023-09-16 00:00:00
sub_0487,usr_993,premium,canceled,2024-03-14,06:02:37,2025-03-19,21:58:27,N/A,2024-04-02 00:00:00
